url,cn_name,en_name,birth_date,height,country
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Tommy Oar+nan+170CM/q323.png,奥尔,Tommy Oar,,170CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mile Jedinak+1984-08-03+189CM/q324.png,耶迪纳克,Mile Jedinak,1984-08-03,189CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Terry Antonis+nan+178CM/q325.png,安东尼斯,Terry Antonis,,178CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Matt McKay+nan+171CM/q326.png,迈凯,Matt McKay,,171CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mark Milligan+1985-08-04+178CM/q327.png,米利甘,Mark Milligan,1985-08-04,178CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Jason Davidson+nan+180CM/q328.png,戴维森,Jason Davidson,,180CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Chris Herd+nan+173CM/q329.png,赫德,Chris Herd,,173CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Trent Sainsbury+1992-01-05+183CM/q330.png,赛恩斯布里,Trent Sainsbury,1992-01-05,183CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Alex Wilkinson+nan+187CM/q331.png,威尔金森,Alex Wilkinson,,187CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mathew Ryan+nan+184CM/q332.png,马修·莱恩,Mathew Ryan,,184CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mitchell Langerak+nan+193CM/q333.png,朗格拉克,Mitchell Langerak,,193CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Eugene Galekovic+nan+188CM/q334.png,加列科维奇,Eugene Galekovic,,188CM,澳大利亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Marlos Moreno Duran+nan+171CM/q335.png,莫雷诺,Marlos Moreno Duran,,171CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/James Rodríguez+1991-07-12+180CM/q336.png,J罗德里格斯,James Rodríguez,1991-07-12,180CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Carlos Bacca+1986-09-08+181CM/q337.png,巴卡,Carlos Bacca,1986-09-08,181CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Carlos Sánchez+1986-02-06+182CM/q338.png,桑切斯,Carlos Sánchez,1986-02-06,182CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Juan Cuadrado+nan+179CM/q339.png,夸德拉多,Juan Cuadrado,,179CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Daniel Torres+nan+183CM/q340.png,托雷斯,Daniel Torres,,183CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Cristian Zapata+1986-09-30+187CM/q341.png,萨帕塔,Cristian Zapata,1986-09-30,187CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Santiago Arias+1992-01-13+177CM/q342.png,阿里亚斯,Santiago Arias,1992-01-13,177CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Jeison Murillo+nan+182CM/q343.png,穆里略,Jeison Murillo,,182CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/John Steffan Medina +nan+179CM/q344.png,斯蒂凡·梅迪,John Steffan Medina ,,179CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/David Ospina+nan+183CM/q345.png,奥斯皮纳,David Ospina,,183CM,哥伦比亚
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Leroy Sané+1996-01-11+183CM/q346.png,萨内,Leroy Sané,1996-01-11,183CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Thomas Müller+nan+186CM/q347.png,穆勒,Thomas Müller,,186CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Andre Schurrle+nan+184CM/q348.png,许尔勒,Andre Schurrle,,184CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Lukas Podolski+nan+182CM/q349.png,波多尔斯基,Lukas Podolski,,182CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Bastian Schweinsteiger+nan+183CM/q350.png,施魏因斯泰格,Bastian Schweinsteiger,,183CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Joshua Kimmich+1995-02-08+176CM/q351.png,基米希,Joshua Kimmich,1995-02-08,176CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Julian Weigl+nan+186CM/q352.png,魏格尔,Julian Weigl,,186CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Julian Draxler+1993-09-20+187CM/q353.png,德拉克斯勒,Julian Draxler,1993-09-20,187CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Toni Kroos+1990-01-04+182CM/q354.png,克罗斯,Toni Kroos,1990-01-04,182CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mesut zil+nan+180CM/q355.png,厄齐尔,Mesut zil,,180CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Sami Khedira+1987-04-04+189CM/q356.png,赫迪拉,Sami Khedira,1987-04-04,189CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mario Gtze+nan+176CM/q357.png,格策,Mario Gtze,,176CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Emre Can+nan+184CM/q358.png,坎,Emre Can,,184CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Benedikt Howedes+nan+188CM/q359.png,赫韦德斯,Benedikt Howedes,,188CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Antonio Rüdiger+1993-03-03+190CM/q360.png,鲁迪格,Antonio Rüdiger,1993-03-03,190CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Jerome Boateng+nan+192CM/q361.png,博阿滕,Jerome Boateng,,192CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mats Hummels+1988-12-16+191CM/q362.png,胡梅尔斯,Mats Hummels,1988-12-16,191CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Shkodran Mustafi+nan+184CM/q363.png,穆斯塔菲,Shkodran Mustafi,,184CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Jonas Hector+1990-05-27+185CM/q364.png,埃克托,Jonas Hector,1990-05-27,185CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Bernd Leno+1992-03-04+190CM/q365.png,莱诺,Bernd Leno,1992-03-04,190CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Manuel Neuer+nan+193CM/q366.png,诺伊尔,Manuel Neuer,,193CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Marc-André ter Stegen+1992-04-30+187CM/q367.png,特斯特根,Marc-André ter Stegen,1992-04-30,187CM,德国
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Karim Ansarifard +nan+181CM/q368.png,安萨里法德,Karim Ansarifard ,,181CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Reza Ghoochannejhad+1987-09-20+180CM/q369.png,古尚内哈德,Reza Ghoochannejhad,1987-09-20,180CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Alireza Jahanbakhsh+1993-08-11+180CM/q370.png,贾汉巴赫什,Alireza Jahanbakhsh,1993-08-11,180CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Sardar Azmoun+1995-01-01+178CM/q371.png,阿兹穆恩,Sardar Azmoun,1995-01-01,178CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Javad Nekounam+nan+186CM/q372.png,内科南,Javad Nekounam,,186CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Masoud Shojaei+1984-06-09+184CM/q373.png,舒贾埃,Masoud Shojaei,1984-06-09,184CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Alireza Haghighi+nan+193CM/q374.png,哈吉吉,Alireza Haghighi,,193CM,伊朗
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Kolbeinn Sigthorsson+nan+185CM/q375.png,西格索尔森,Kolbeinn Sigthorsson,,185CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Jon Bodvarsson+nan+190CM/q376.png,博德沃拉森,Jon Bodvarsson,,190CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Alfred Finnbogason+1989-02-01+184CM/q377.png,芬博加森,Alfred Finnbogason,1989-02-01,184CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Arnor Ingvi Traustason+1993-04-30+182CM/q378.png,特斯塔森,Arnor Ingvi Traustason,1993-04-30,182CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Birkir Bjarnason+1988-05-27+182CM/q379.png,B.巴纳森,Birkir Bjarnason,1988-05-27,182CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Theodor Elmar Bjarnason+nan+183CM/q380.png,E.巴纳森,Theodor Elmar Bjarnason,,183CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Emil Hallfredsson+1984-06-29+185CM/q381.png,哈尔弗雷德森,Emil Hallfredsson,1984-06-29,185CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Aron Gunnarsson+1989-04-22+177CM/q382.png,古纳尔森,Aron Gunnarsson,1989-04-22,177CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Johann Berg Gudmundsson+1990-10-27+186CM/q383.png,古德蒙德森,Johann Berg Gudmundsson,1990-10-27,186CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Gylfi Thor Sigurdsson+nan+186CM/q384.png,G.西古德森,Gylfi Thor Sigurdsson,,186CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Ari Freyr Skulason+nan+170CM/q385.png,斯库拉森,Ari Freyr Skulason,,170CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Birkir Saevarsson+nan+187CM/q386.png,萨瓦森,Birkir Saevarsson,,187CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Kári Arnason+1982-10-13+190CM/q387.png,阿纳森,Kári Arnason,1982-10-13,190CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Ragnar Sigurdsson+1986-06-19+187CM/q388.png,G.西古德森,Ragnar Sigurdsson,1986-06-19,187CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Sverrir Ingi Ingason+1993-08-05+188CM/q389.png,因格森,Sverrir Ingi Ingason,1993-08-05,188CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Hordur Bjorgvin Magnusson+nan+190CM/q390.png,马格努森,Hordur Bjorgvin Magnusson,,190CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Hjortur Hermannsson +nan+189CM/q391.png,赫尔曼森,Hjortur Hermannsson ,,189CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Hannes Halldorsson+nan+193CM/q392.png,哈尔多松,Hannes Halldorsson,,193CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Ogmundur Kristinsson+nan+192CM/q393.png,克里斯丁森,Ogmundur Kristinsson,,192CM,冰岛
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Zlatan Ibrahimovic+nan+195CM/q394.png,伊布,Zlatan Ibrahimovic,,195CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Marcus Berg+1986-08-17+184CM/q395.png,贝里,Marcus Berg,1986-08-17,184CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/John Guidetti+1992-04-15+185CM/q396.png,圭德蒂,John Guidetti,1992-04-15,185CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Emir Kujovic+nan+194CM/q397.png,库约维奇,Emir Kujovic,,194CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Erkan Zengin+nan+180CM/q398.png,泽金,Erkan Zengin,,180CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Jakup Jimmy Durmaz+nan+180CM/q399.png,杜马斯,Jakup Jimmy Durmaz,,180CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Sebastian Bengt Ulf Larsson+nan+178CM/q400.png,拉尔森,Sebastian Bengt Ulf Larsson,,178CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Albin Ekdal+nan+186CM/q401.png,埃克达尔,Albin Ekdal,,186CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Emil Peter Forsberg+nan+179CM/q402.png,福斯贝里,Emil Peter Forsberg,,179CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Carl Oscar Johan Lewicki+nan+173CM/q403.png,莱维基,Carl Oscar Johan Lewicki,,173CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Oscar Hiljemark+1992-06-28+184CM/q404.png,希利耶马克,Oscar Hiljemark,1992-06-28,184CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Pontus Wernbloom+nan+187CM/q405.png,温布隆姆,Pontus Wernbloom,,187CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Martin Tony Waikwa Olsson+nan+178CM/q406.png,M.奥尔森,Martin Tony Waikwa Olsson,,178CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Mikael Lustig+1986-12-13+189CM/q407.png,鲁斯迪格,Mikael Lustig,1986-12-13,189CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Erik Johansson+nan+191CM/q408.png,约翰森,Erik Johansson,,191CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Andreas Granqvist+1985-04-16+192CM/q409.png,格兰奎斯特,Andreas Granqvist,1985-04-16,192CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Victor Nilsson Lindelof+nan+187CM/q410.png,林德洛夫,Victor Nilsson Lindelof,,187CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Pontus Sven Gustav Jansson+nan+194CM/q411.png,简森,Pontus Sven Gustav Jansson,,194CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Hans Carl Ludwig Augustinsson+nan+181CM/q412.png,奥古斯丁森,Hans Carl Ludwig Augustinsson,,181CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Andreas Isaksson+nan+200CM/q413.png,伊萨克森,Andreas Isaksson,,200CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Robin Patrick Olsen+nan+198CM/q414.png,R.奥尔森,Robin Patrick Olsen,,198CM,瑞典
http://p8srnd1i0.bkt.clouddn.com/football_star_img_v2/Patrik Carlgren+nan+188CM/q415.png,卡尔格伦,Patrik Carlgren,,188CM,瑞典
